serialnumberofsystemduringyear,basinoforigin,name,date-dd-mm-yyyy,time-utc,latitude-lat,longitude-long,cinoorornot,estimatedcentralpressurehpaorecp,maximumsustainedsurfacewind-kt,pressuredrophpaorealdelta,grade-text
4,BOB,,10/11/2002,0300,12.0,82.5,1.5,1004, 25, 4,D
4,BOB,,10/11/2002,0600,12.0,82.5,1.5,1004, 25, 4,D
4,BOB,,10/11/2002,1200,12.0,82.5,2.0,1002, 30, 6,DD
4,BOB,,10/11/2002,1800,12.5,82.5,2.0,1004, 30, 6,DD
4,BOB,,11/11/2002,0000,13.5,82.5,2.0,1004, 30, 6,DD
4,BOB,,11/11/2002,0300,14.0,83.0,2.0,1004, 30, 6,DD
4,BOB,,11/11/2002,0600,14.5,83.5,2.0,1004, 30, 6,DD
4,BOB,,11/11/2002,0900,15.0,84.0,2.0, 998, 30, 6,DD
4,BOB,,11/11/2002,1200,16.0,84.5,2.5, 996, 45,10,CS
4,BOB,,11/11/2002,1500,16.0,84.0,3.0, 996, 45,10,CS
4,BOB,,11/11/2002,1800,16.0,84.0,3.0, 996, 45,10,CS
4,BOB,,11/11/2002,2100,16.5,84.0,3.0, 996, 45,10,CS
4,BOB,,12/11/2002,0000,19.0,86.5,3.5, 996, 45,10,CS
4,BOB,,12/11/2002,0300,20.0,87.0,3.0, 996, 45,10,CS
4,BOB,,12/11/2002,0600,21.0,87.5,3.5, 990, 55,15,SCS
,CROSSED WEST BENGAL COAST SOUTH OF KOLKATA NEAR SAGAR ISLAND AT 12090 0 UTC,,,,,,,,,,
4,BOB,,12/11/2002,0900,22.5,88.5,,    ,   , 8,CS
4,BOB,,12/11/2002,1200,24.0,90.0,,    ,   , 6,DD
4,BOB,,12/11/2002,1500,25.0,91.5,,    ,   , 6,D
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,BOB,,23/11/2002,0300,10.0,87.0,1.5,1004, 25, 4,D
5,BOB,,23/11/2002,0600,10.5,87.0,1.5,1004, 25, 4,D
5,BOB,,23/11/2002,1200,12.0,87.0,1.5,1002, 25, 4,D
5,BOB,,23/11/2002,1800,12.5,87.0,2.0,1002, 30, 6,DD
5,BOB,,23/11/2002,2100,12.5,87.5,2.0,1002, 30, 6,DD
5,BOB,,24/11/2002,0000,13.0,87.5,2.0,1002, 30, 6,DD
5,BOB,,24/11/2002,0300,13.0,87.5,2.5,1002, 35, 8,CS
5,BOB,,24/11/2002,0600,13.5,87.5,2.5,1002, 35, 8,CS
5,BOB,,24/11/2002,0900,14.0,87.5,2.5,1000, 35, 8,CS
5,BOB,,24/11/2002,1200,15.0,88.0,2.5,1000, 35, 8,CS
5,BOB,,24/11/2002,1500,15.0,88.0,2.5,1000, 35, 8,CS
5,BOB,,24/11/2002,1800,15.0,88.0,2.5,1000, 35, 8,CS
5,BOB,,25/11/2002,0000,15.5,88.0,2.5,1002, 35, 8,CS
5,BOB,,25/11/2002,0300,15.5,88.0,2.5,1002, 35, 8,CS
5,BOB,,25/11/2002,0600,15.5,88.0,2.5,1002, 35, 8,CS
5,BOB,,25/11/2002,0900,15.5,88.0,2.5,1002, 35, 8,CS
5,BOB,,25/11/2002,1200,15.5,88.0,2.5,1000, 35, 8,CS
5,BOB,,25/11/2002,1500,15.5,88.0,2.5,1002, 35, 8,CS
5,BOB,,25/11/2002,1800,15.5,88.0,2.5,1002, 35, 6,CS
5,BOB,,26/11/2002,0000,16.0,88.0,2.5,1002, 35, 8,CS
5,BOB,,26/11/2002,0300,16.0,88.0,2.5,1002, 35, 8,CS
5,BOB,,26/11/2002,0600,16.0,88.0,2.5,1002, 35, 8,CS
5,BOB,,26/11/2002,0900,16.0,88.0,2.5,1000, 35, 8,CS
5,BOB,,26/11/2002,1200,16.5,88.5,2.5,1000, 35, 8,CS
5,BOB,,26/11/2002,1500,16.5,89.0,2.5,1002, 35, 8,CS
5,BOB,,26/11/2002,1800,16.5,89.5,2.5,1002, 35, 8,CS
5,BOB,,26/11/2002,2100,16.5,89.5,2.5,1002, 35, 8,CS
5,BOB,,27/11/2002,0000,16.5,90.0,2.5,1002, 35, 8,CS
5,BOB,,27/11/2002,0300,17.0,90.0,2.5,1004, 35, 8,CS
5,BOB,,27/11/2002,0600,17.0,90.5,2.5,1004, 35, 8,CS
5,BOB,,27/11/2002,1200,17.2,91.0,2.0,1006, 30, 6,DD
5,BOB,,27/11/2002,1800,17.5,91.0,1.5,1006, 25, 4,D
5,BOB,,28/11/2002,0000,17.5,91.0,1.5,1008, 25, 4,D
5,BOB,,28/11/2002,0300,17.5,91.5,1.5,1008, 25, 4,D
5,BOB,,28/11/2002,0600,17.5,91.5,1.5,1008, 25, 4,D
5,BOB,,28/11/2002,1200,18.0,92.0,1.5,1008, 25, 4,D
,WEAKENED INTO A WELL MARKED LOW PRESSURE OVER NORTH-EAST AND ADJOINING,,,,,,,,,,
, EAST-CENTRAL BAY OF BENGAL IN THE NIGHT OF 28 NOVEMBER,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,BOB,,21/12/2002,0300, 4.0,77.0,1.5,1006, 25, 4,D
6,BOB,,21/12/2002,0600, 4.5,77.5,1.5,1006, 25, 4,D
6,BOB,,21/12/2002,1200, 4.5,78.0,1.5,1006, 25, 4,D
6,BOB,,21/12/2002,1800, 4.5,78.0,1.5,1006, 25, 4,D
6,BOB,,22/12/2002,0000, 4.5,78.3,1.5,1006, 25, 4,D
6,BOB,,22/12/2002,0300, 4.5,78.5,1.5,1006, 25, 4,D
6,BOB,,22/12/2002,0600, 4.5,79.0,1.5,1006, 25, 4,D
6,BOB,,22/12/2002,1200, 4.5,79.5,1.5,1006, 25, 4,D
6,BOB,,22/12/2002,1800, 4.5,80.0,1.5,1006, 25, 4,D
6,BOB,,23/12/2002,0000, 4.5,80.5,1.5,1006, 25, 4,D
6,BOB,,23/12/2002,0300, 4.5,80.5,1.5,1006, 25, 4,D
6,BOB,,23/12/2002,0600, 4.5,80.5,1.5,1004, 25, 4,D
6,BOB,,23/12/2002,1200, 5.0,81.0,1.5,1004, 25, 4,D
6,BOB,,23/12/2002,1800, 5.0,81.0,2.0,1004, 30, 6,DD
6,BOB,,24/12/2002,0000, 5.0,81.0,2.0,1004, 30, 6,DD
6,BOB,,24/12/2002,0300, 5.5,81.5,2.5,1002, 35, 8,CS
6,BOB,,24/12/2002,0600, 5.5,81.5,2.5,1002, 35, 8,CS
6,BOB,,24/12/2002,0900, 6.0,82.0,2.5,1002, 35, 8,CS
6,BOB,,24/12/2002,1200, 6.0,82.0,2.5,1000, 35, 8,CS
6,BOB,,24/12/2002,1500, 6.5,82.5,2.5,1000, 35, 8,CS
6,BOB,,24/12/2002,1800, 6.5,82.5,2.5,1002, 35, 8,CS
6,BOB,,24/12/2002,2100, 6.5,82.5,2.5,1002, 35, 8,CS
6,BOB,,25/12/2002,0000, 7.0,83.5,2.5,1002, 35, 8,CS
6,BOB,,25/12/2002,0300, 7.0,83.5,2.0,1004, 30, 6,DD
6,BOB,,25/12/2002,0600, 7.0,84.5,2.0,1004, 30, 6,DD
6,BOB,,25/12/2002,1200, 7.5,86.0,1.5,1004, 25, 4,D
6,BOB,,25/12/2002,1500, 7.5,86.0,1.5,1004, 25, 4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE OVER THE SOUTHWEST AND ADJOINING SOUTHEAST ,,,,,,,,,,
,BAY OF BENGAL AFTER 1500 UTC,,,,,,,,,,
1,BOB,,10/5/2003,0300, 6.0,90.5,1.5,1002, 25,,D
1,BOB,,10/5/2003,0600, 6.0,90.5,1.5,1002, 25,,D
1,BOB,,10/5/2003,0900, 7.0,90.5,1.5,1002, 25,,D
1,BOB,,10/5/2003,1200, 8.0,89.5,2.0,1002, 30, 4,DD
1,BOB,,10/5/2003,1500, 8.0,89.5,2.0,1000, 30, 4,DD
1,BOB,,10/5/2003,1800, 8.5,89.0,2.0,1000, 30, 4,DD
1,BOB,,10/5/2003,2100, 8.5,89.0,2.0,1000, 30, 4,DD
1,BOB,,11/5/2003,0000, 9.0,88.5,2.5,1000, 35, 6,CS
1,BOB,,11/5/2003,0300, 9.5,87.5,2.5, 998, 35, 6,CS
1,BOB,,11/5/2003,0600,10.0,87.0,2.5, 998, 35, 6,CS
1,BOB,,11/5/2003,0900,10.0,87.0,3.0, 998, 45,10,CS
1,BOB,,11/5/2003,1200,10.5,86.5,3.5, 990, 55,14,SCS
1,BOB,,11/5/2003,1500,10.5,86.5,3.5, 990, 55,14,SCS
1,BOB,,11/5/2003,1800,11.0,86.0,3.5, 990, 55,14,SCS
1,BOB,,11/5/2003,2100,11.0,86.0,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,0000,11.0,86.0,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,0300,11.0,86.0,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,0600,11.0,86.0,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,0900,11.0,86.0,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,1200,11.5,85.5,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,1500,11.5,85.5,3.5, 986, 55,16,SCS
1,BOB,,12/5/2003,1800,11.5,85.5,4.0, 982, 65,20,VSCS
1,BOB,,12/5/2003,2100,11.5,85.5,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,0000,11.5,85.5,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,0300,12.0,85.0,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,0600,12.5,85.0,4.5, 980, 75,28,VSCS
1,BOB,,13/5/2003,0900,12.5,85.0,4.5, 980, 75,28,VSCS
1,BOB,,13/5/2003,1200,12.5,85.0,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,1500,12.5,85.0,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,1800,13.0,85.0,4.0, 982, 65,20,VSCS
1,BOB,,13/5/2003,2100,13.0,85.0,4.0, 982, 65,20,VSCS
1,BOB,,14/5/2003,0000,13.5,85.0,4.0, 980, 65,22,VSCS
1,BOB,,14/5/2003,0300,14.0,85.0,4.0, 982, 65,20,VSCS
1,BOB,,14/5/2003,0600,14.0,85.0,3.5, 986, 55,16,SCS
1,BOB,,14/5/2003,0900,14.5,85.5,3.5, 986, 55,14,SCS
1,BOB,,14/5/2003,1200,14.5,85.5,3.0, 990, 45,10,CS
1,BOB,,14/5/2003,1500,14.5,85.5,2.5, 990, 35, 6,CS
1,BOB,,14/5/2003,1800,14.5,85.5,2.5, 994, 35, 6,CS
1,BOB,,14/5/2003,2100,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,0000,14.5,86.0,2.5, 992, 35, 6,CS
1,BOB,,15/5/2003,0300,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,0600,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,0900,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,1200,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,1500,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,1800,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,15/5/2003,2100,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,16/5/2003,0000,14.5,86.0,2.5, 994, 35, 6,CS
1,BOB,,16/5/2003,0300,14.5,86.5,2.5, 996, 35, 6,CS
1,BOB,,16/5/2003,0600,14.5,86.5,2.5, 996, 35, 6,CS
1,BOB,,16/5/2003,0900,14.5,86.5,2.5, 996, 35, 6,CS
1,BOB,,16/5/2003,1200,14.5,87.0,2.0, 996, 30, 4,DD
1,BOB,,16/5/2003,1500,14.5,87.0,2.0, 996, 30, 4,DD
1,BOB,,16/5/2003,1800,14.5,87.0,2.0, 996, 30, 4,DD
1,BOB,,16/5/2003,2100,14.5,87.0,2.0, 996, 30, 4,DD
1,BOB,,17/5/2003,0000,14.5,87.0,2.0, 996, 30, 4,DD
1,BOB,,17/5/2003,0300,14.5,87.5,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,0600,14.5,87.5,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,0900,14.5,87.5,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,1200,14.5,88.0,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,1500,14.5,88.5,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,1800,14.5,89.0,2.0, 998, 30, 4,DD
1,BOB,,17/5/2003,2100,14.5,89.5,2.0, 998, 30, 4,DD
1,BOB,,18/5/2003,0000,14.5,90.0,2.0,1000, 30, 4,DD
1,BOB,,18/5/2003,0300,14.5,90.5,2.0,1000, 30, 4,DD
1,BOB,,18/5/2003,0600,14.5,90.5,2.0,1000, 30, 4,DD
1,BOB,,18/5/2003,0900,14.5,90.5,2.0,1000, 30, 4,DD
1,BOB,,18/5/2003,1200,14.5,91.0,2.0, 998, 30, 4,DD
1,BOB,,18/5/2003,1500,14.5,91.0,2.0, 998, 30, 4,DD
1,BOB,,18/5/2003,1800,15.0,91.5,2.0, 998, 30, 4,DD
1,BOB,,18/5/2003,2100,15.5,91.5,2.0, 998, 30, 4,DD
1,BOB,,19/5/2003,0000,16.0,92.0,2.0, 998, 30, 4,DD
1,BOB,,19/5/2003,0300,16.5,92.5,2.0, 998, 30, 4,DD
1,BOB,,19/5/2003,0600,17.5,93.0,2.5, 996, 35, 6,CS
1,BOB,,19/5/2003,0900,18.0,93.0,2.5, 994, 35, 6,CS
1,BOB,,19/5/2003,1200,18.5,93.5,2.5, 994, 35, 6,CS
1,BOB,,19/5/2003,1500,19.0,93.5,2.5, 994, 35, 6,CS
1,BOB,,19/5/2003,1800,19.5,94.0,2.5, 994, 45, 6,CS
1,BOB,,19/5/2003,2100,20.0,94.5,,    ,   ,,CS
,"CROSSED MYANMAR COAST NORTH OF KYAUKPYU (48071) AROUND MIDNIGHT OF 19 MAY, 2003",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,BOB,,25/7/2003,0300,21.0,89.0,1.5, 992, 25, 2,D
2,BOB,,25/7/2003,1200,21.5,88.0,2.0, 988, 30, 4,DD
,CROSSED ORISSA COAST NORTH OF BALASORE AS A DEEP DEPRESSION IN THE,,,,,,,,,,
," EVENING OF JULY 25, 2003",,,,,,,,,,
2,BOB,,26/7/2003,0300,22.0,86.0,-, 990, 30, 4,DD
2,BOB,,26/7/2003,1200,22.0,84.0,-, 988, 30, 4,DD
2,BOB,,27/7/2003,0300,22.5,80.0,-, 992, 25, 2,D
2,BOB,,27/7/2003,1200,23.0,77.5,-, 992, 25, 2,D
2,BOB,,28/7/2003,0300,24.0,76.5,-, 994, 25, 2,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER SOUTH RAJASTHAN IN THE,,,,,,,,,,
, EVENING OF JULY 28,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,BOB,,27/8/2003,1200,20.5,88.5,1.5, 996, 25, 4,D
3,BOB,,28/8/2003,0300,21.0,85.5,-, 996, 25, 4,D
3,BOB,,28/8/2003,1200,21.0,85.5,-, 996, 25, 4,D
,THE SYSTEM CROSSED ORISSA COAST NEAR CHANDBALI DURING EARLY MORNING OF 28TH AUGUST,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,BOB,,6/10/2003,0300,16.5,84.0,1.5, 998, 25, 4,D
4,BOB,,6/10/2003,0900,17.0,84.0,1.5, 998, 25, 4,D
4,BOB,,6/10/2003,1200,17.5,84.0,1.5, 998, 25, 4,D
4,BOB,,7/10/2003,0300,19.0,83.0,-, 998, 25, 4,D
4,BOB,,7/10/2003,1200,19.0,83.0,-, 998, 25, 4,D
4,BOB,,8/10/2003,0300,21.0,82.5,-, 998, 25, 4,D
4,BOB,,8/10/2003,1200,21.5,84.5,-,1000, 25, 4,D
4,BOB,,9/10/2003,0300,23.5,86.0,-,1000, 25, 4,D
4,BOB,,9/10/2003,1200,25.0,87.0,-,1000, 25, 4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER SUB-HIMALAYAN WEST BENGAL &,,,,,,,,,,
," SIKKIM AND NEIGHBOURHOOD IN THE MORNING OF OCTOBER 10,2003",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,BOB,,26/10/2003,1200,13.5,93.5,1.5,1004, 25,,D
5,BOB,,27/10/2003,0300,14.0,90.5,2.0,1004, 30, 4,DD
5,BOB,,27/10/2003,1200,14.5,89.0,2.0,1006, 30, 4,DD
5,BOB,,28/10/2003,0300,16.5,84.5,2.0,1004, 30, 4,DD
5,BOB,,28/10/2003,0900,17.8,83.5,1.5,1006, 25,,D
,THE DEEP DEPRESSION WEAKENED INTO A LOW PRESSURE AREA OVER NORTH ANDHRA PRADESH ,,,,,,,,,,
,"AND CHHATISGARH IN THE EVENING OF OCTOBER 28,2003",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,ARB,,12/11/2003,0300, 6.5,61.5,1.5,1002, 25, 2,D
6,ARB,,12/11/2003,1200, 6.5,59.5,2.0,1000, 30, 4,DD
6,ARB,,12/11/2003,1800, 6.5,59.0,2.0, 998, 35, 6,CS
6,ARB,,13/11/2003,0000, 6.5,58.0,2.5, 998, 35, 6,CS
6,ARB,,13/11/2003,0300, 6.5,58.0,2.5, 998, 35, 6,CS
6,ARB,,13/11/2003,0600, 6.5,58.0,3.5, 994, 55,14,SCS
6,ARB,,13/11/2003,0900, 6.2,57.7,3.5, 990, 55,14,SCS
6,ARB,,13/11/2003,1200, 6.0,57.5,3.5, 990, 55,14,SCS
6,ARB,,13/11/2003,1500, 6.0,57.0,3.5, 990, 55,14,SCS
6,ARB,,13/11/2003,1800, 6.0,57.0,3.5, 990, 55,14,SCS
6,ARB,,13/11/2003,2100, 6.0,57.0,3.5, 990, 55,14,SCS
6,ARB,,14/11/2003,0000, 6.0,56.5,3.5, 990, 55,14,SCS
6,ARB,,14/11/2003,0300, 6.0,56.5,3.5, 990, 55,14,SCS
6,ARB,,14/11/2003,0600, 5.5,55.5,3.5, 990, 55,14,SCS
6,ARB,,14/11/2003,0900, 5.5,55.0,3.5, 990, 55,14,SCS
6,ARB,,14/11/2003,1200, 5.5,54.5,2.5, 994, 45, 6,CS
6,ARB,,14/11/2003,1500, 5.5,54.5,2.5, 994, 35, 6,CS
6,ARB,,14/11/2003,1800, 5.5,52.0,2.5, 996, 30, 4,DD
6,ARB,,14/11/2003,2100, 5.5,51.5,2.5, 996, 30, 4,DD
6,ARB,,15/11/2003,0000, 5.5,51.0,2.0, 998, 30, 4,DD
6,ARB,,15/11/2003,0300, 5.5,51.0,1.5,1000, 25, 2,D
6,ARB,,15/11/2003,1200, 5.5,50.5,1.5,1000, 25, 2,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA ON 16TH MORNING AND SUBSEQUENTLY,,,,,,,,,,
, DISSIPATED OVER THE SEA OFF SOMALIA COAST. BETWEEN 0300 TO 0400 UTC,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,BOB,,11/12/2003,1200, 4.5,90.5,1.5,1004, 25, 2,D
7,BOB,,12/12/2003,0300, 6.0,89.0,1.5,1006, 25, 2,D
7,BOB,,12/12/2003,1200, 7.5,88.0,1.5,1004, 25, 2,D
7,BOB,,13/12/2003,0300, 9.0,87.5,2.0,1004, 30, 4,DD
7,BOB,,13/12/2003,1200, 9.5,87.0,2.5,1002, 35, 6,CS
7,BOB,,13/12/2003,1500,10.0,87.0,2.5,1002, 35, 6,CS
7,BOB,,13/12/2003,1800,10.0,87.0,2.5,1002, 35, 6,CS
7,BOB,,13/12/2003,2100,10.5,86.5,2.5,1000, 35, 6,CS
7,BOB,,14/12/2003,0000,10.5,86.0,2.5, 998, 35, 6,CS
7,BOB,,14/12/2003,0300,11.0,85.0,3.0, 998, 45,10,CS
7,BOB,,14/12/2003,0600,11.0,85.0,3.0, 996, 45,10,CS
7,BOB,,14/12/2003,0900,11.5,84.5,3.0, 994, 45,10,CS
7,BOB,,14/12/2003,1200,12.0,83.5,3.5, 992, 55,14,SCS
7,BOB,,14/12/2003,1500,12.5,83.0,3.5, 992, 55,14,SCS
7,BOB,,14/12/2003,1800,12.8,82.5,3.5, 992, 55,14,SCS
7,BOB,,14/12/2003,2100,13.4,82.2,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,0000,13.8,81.7,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,0300,14.0,81.5,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,0600,14.3,81.5,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,0900,15.0,81.0,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,1200,15.5,81.0,3.5, 990, 55,14,SCS
7,BOB,,15/12/2003,1500,15.8,81.0,3.5, 992, 55,14,SCS
7,BOB,,15/12/2003,1800,16.0,81.0,3.5, 992, 55,14,SCS
,CROSSED COAST NEAR TO MACHILIPATNAM AROUND MID-NIGHT ON DECEMBER 15,,,,,,,,,,
7,BOB,,15/12/2003,2100,16.5,81.0,-,-,-,-,CS
7,BOB,,16/12/2003,0000,17.0,81.0,-,-,-,-,CS
7,BOB,,16/12/2003,0300,17.0,81.0,-,-,-,-,DD
7,BOB,,16/12/2003,0600,17.5,81.5,-,-,-,-,D
7,BOB,,16/12/2003,1200,17.5,81.5,-,-,-,-,D
,,,,,,,,,,,
,,,,,,,,,,,
1,ARB,,5/5/2004,0300,11.5,73.5,1.5,1002, 25,,D
1,ARB,,5/5/2004,0600,11.5,73.5,2.0,1000, 30, 4,DD
1,ARB,,5/5/2004,0900,11.5,73.5,2.0,1000, 30, 4,DD
1,ARB,,5/5/2004,1200,11.5,73.5,2.5, 994, 35, 6,CS
1,ARB,,5/5/2004,1500,11.5,73.0,2.5, 994, 35, 6,CS
1,ARB,,5/5/2004,1800,11.5,73.0,2.5, 994, 35, 6,CS
1,ARB,,5/5/2004,2100,11.5,73.0,2.5, 992, 35, 6,CS
1,ARB,,6/5/2004,0000,11.5,73.0,2.5, 992, 35, 6,CS
1,ARB,,6/5/2004,0300,11.5,73.0,3.0, 992, 45,10,CS
1,ARB,,6/5/2004,0600,11.5,73.0,3.0, 992, 45,10,CS
1,ARB,,6/5/2004,0900,11.5,73.0,3.0, 990, 45,10,CS
1,ARB,,6/5/2004,1200,11.5,73.0,3.0, 988, 45,10,CS
1,ARB,,6/5/2004,1500,11.5,73.0,3.0, 990, 45,10,CS
1,ARB,,6/5/2004,1800,11.5,73.0,3.0, 990, 45,10,CS
1,ARB,,6/5/2004,2100,11.5,73.0,3.0, 990, 45,10,CS
1,ARB,,7/5/2004,0000,11.5,73.0,3.0, 990, 45,10,CS
1,ARB,,7/5/2004,0300,12.5,72.0,3.5, 988, 55,14,SCS
1,ARB,,7/5/2004,0600,13.0,71.5,3.5, 986, 55,14,SCS
1,ARB,,7/5/2004,0900,13.0,71.5,3.5, 986, 55,14,SCS
1,ARB,,7/5/2004,1200,13.0,71.5,3.5, 984, 55,14,SCS
1,ARB,,7/5/2004,1500,13.0,71.5,3.5, 986, 55,14,SCS
1,ARB,,7/5/2004,1800,13.0,71.5,3.5, 986, 55,14,SCS
1,ARB,,7/5/2004,2100,13.0,71.5,3.5, 986, 55,14,SCS
1,ARB,,8/5/2004,0000,13.5,71.0,3.5, 986, 55,14,SCS
1,ARB,,8/5/2004,0300,13.5,71.0,3.5, 986, 55,14,SCS
1,ARB,,8/5/2004,0600,13.5,71.0,3.5, 986, 55,14,SCS
1,ARB,,8/5/2004,0900,13.5,71.0,3.5, 986, 55,14,SCS
1,ARB,,8/5/2004,1200,13.5,71.0,3.0, 988, 45,10,CS
1,ARB,,8/5/2004,1500,13.5,71.0,3.0, 990, 45,10,CS
1,ARB,,8/5/2004,1800,14.0,71.0,3.0, 990, 45,10,CS
1,ARB,,8/5/2004,2100,14.5,70.5,3.0, 992, 45,10,CS
1,ARB,,9/5/2004,0000,14.5,70.5,3.0, 992, 45,10,CS
1,ARB,,9/5/2004,0300,15.0,70.5,3.0, 992, 45,10,CS
1,ARB,,9/5/2004,0600,15.5,70.0,3.0, 992, 45,10,CS
1,ARB,,9/5/2004,0900,16.0,70.0,3.0, 990, 45,10,CS
1,ARB,,9/5/2004,1200,16.5,70.0,3.0, 990, 45,10,CS
1,ARB,,9/5/2004,1500,17.0,70.0,3.0, 990, 45,10,CS
1,ARB,,9/5/2004,1800,17.5,70.0,3.0, 990, 45,10,CS
1,ARB,,9/5/2004,2100,18.0,70.0,3.0, 992, 45,10,CS
1,ARB,,10/5/2004,0000,18.5,70.0,2.5, 996, 35, 6,CS
1,ARB,,10/5/2004,0300,19.0,70.0,2.5, 998, 35, 6,CS
1,ARB,,10/5/2004,0600,19.0,70.0,2.0,1000, 30, 4,DD
1,ARB,,10/5/2004,0900,19.5,70.0,1.5,1002, 25, 3,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER THE SEA AREAS OFF ,,,,,,,,,,
,"GUJARAT COASTS IN THE EVENING OF MAY 10, 2004.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,BOB,,16/5/2004,0900,17.0,91.5,1.5,1000, 25,3,D
2,BOB,,16/5/2004,1200,17.5,91.0,1.5,1000, 25,3,D
2,BOB,,16/5/2004,1800,17.5,91.0,2.0, 998, 30, 4,DD
2,BOB,,16/5/2004,2100,18.0,90.5,2.0, 998, 30, 4,DD
2,BOB,,17/5/2004,0000,18.5,90.5,2.0, 998, 30, 4,DD
2,BOB,,17/5/2004,0300,18.5,90.0,2.5, 998, 35, 6,CS
2,BOB,,17/5/2004,0600,18.5,90.0,2.5, 998, 35, 6,CS
2,BOB,,17/5/2004,0900,18.5,89.5,3.0, 988, 45,10,CS
2,BOB,,17/5/2004,1200,18.5,89.0,3.0, 988, 45,10,CS
2,BOB,,17/5/2004,1500,18.5,89.0,3.0, 988, 45,10,CS
2,BOB,,17/5/2004,1800,18.5,89.0,3.0, 986, 45,10,CS
2,BOB,,17/5/2004,2100,19.0,88.5,3.0, 986, 45,10,CS
2,BOB,,18/5/2004,0000,19.0,88.5,3.0, 986, 45,10,CS
2,BOB,,18/5/2004,0300,19.0,88.5,3.0, 986, 45,10,CS
2,BOB,,18/5/2004,0600,19.0,88.5,3.5, 982, 55,14,SCS
2,BOB,,18/5/2004,0900,19.0,89.5,3.5, 980, 55,14,SCS
2,BOB,,18/5/2004,1200,19.0,90.0,3.5, 980, 55,14,SCS
2,BOB,,18/5/2004,1500,19.0,90.0,4.0, 974, 65,20,VSCS
2,BOB,,18/5/2004,1800,19.5,90.5,4.0, 974, 65,20,VSCS
2,BOB,,18/5/2004,2100,19.0,91.0,4.0, 972, 65,20,VSCS
2,BOB,,19/5/2004,0000,20.0,91.5,4.5, 962, 77,28,VSCS
2,BOB,,19/5/2004,0300,20.5,92.0,5.0, 952, 90,40,ESCS
,THE EXTREMELY SEVERE CYCLONIC STORM CROSSED MYANMAR COAST NORTH OF AKYAB,,,,,,,,,,
," BETWEEN 0400 TO 0500 UTC ON MAY 19, 2004.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,ARB,,10/6/2004,0300,17.5,67.5,1.5, 996, 25,3,D
3,ARB,,10/6/2004,0600,17.5,67.5,1.5, 996, 25,3,D
3,ARB,,10/6/2004,0900,17.5,66.5,2.0, 996, 30, 4,DD
